,Actual,Predicted
0,0.0,30.10118583904702
1,1.0,83.47051936503019
2,1.0,99.48131942282512
3,7.0,136.83985289101335
4,0.0,-12.594280981739487
5,21.0,158.18758630140658
6,0.0,-119.33294803370579
7,22.0,168.86145300660323
8,0.0,8.753452428653787
9,0.0,-87.3113479181159
10,174.0,238.24158659038133
11,0.0,-60.62668115512432
12,110.0,222.2307865325864
13,444.0,280.9370534111679
14,0.0,-44.61588109732938
15,0.0,14.090385781252081
16,367.0,270.2631867059712
