,Actual,Predicted
0,2.70805020110221,4.395764260143157
1,4.584967478670572,6.133454893082857
2,5.37989735354046,6.6547620829647665
3,7.416378479192928,7.8711455260225565
4,2.5649493574615367,3.0056117537913964
5,8.440744019252831,8.566221779198436
6,0.6931471805599453,-0.46976951208800377
7,8.959697146959389,8.913759905786378
8,2.5649493574615367,3.700688006967277
9,1.6094379124341003,0.5728448676758164
10,12.145111717169032,11.172757728607987
11,2.3978952727983707,1.4416901841456662
12,11.707381434420183,10.651450538726078
13,12.96933340268577,12.562910234959748
14,2.3978952727983707,1.9629973740275766
15,2.5649493574615367,3.874457070261246
16,12.812209358190985,12.215372108371806
